val_loss	val_acc	train_loss	train_acc
0.2288582477010545	0.9020878329733621	0.23879951032277297	0.9013856397336693
0.20648733453786228	0.9258459323254139	0.24310791128281428	0.9030052186431528
0.20099691513662957	0.9143268538516919	0.2316503797451898	0.906064423249955
0.2183330447697654	0.923686105111591	0.22250266944080696	0.9069641893107792
0.2002475009875773	0.9301655867530597	0.22068798317974012	0.9102033471297463
0.21771265979912574	0.9107271418286537	0.21914577206389083	0.9139823645852078
0.18530017485750921	0.9229661627069834	0.20820346914335852	0.9156019434946914
0.13298855860282777	0.9467242620590353	0.14254015418399413	0.9442145042289004
0.1345169529269528	0.9460043196544277	0.12989940047464793	0.9494331473816807
0.12405103220532449	0.9496040316774658	0.13191671246426512	0.9494331473816807
