val_loss	val_acc	train_loss	train_acc
0.6050918947878502	0.702158273381295	0.8265940429465701	0.7179625629949604
0.425338166244596	0.841726618705036	0.4875976708955671	0.7993160547156227
0.3834860935271215	0.8510791366906475	0.42261795637105937	0.8414326853851691
0.3644613745294029	0.8517985611510791	0.4119027767684431	0.8399928005759539
0.41246742563281985	0.8266187050359712	0.3786268615129667	0.8538516918646508
0.34613658122235924	0.8575539568345324	0.37695475105703136	0.8565514758819294
0.32891140445102035	0.860431654676259	0.3660844099587882	0.8547516198704104
0.2974088129808577	0.8827338129496403	0.31004965816784713	0.8804895608351332
0.2743037367574603	0.8913669064748202	0.286547262244707	0.8860691144708422
0.25997626504880916	0.8964028776978418	0.2648321891108312	0.8943484521238301
