val_loss	val_acc	train_loss	train_acc
0.1675461840888256	0.931605471562275	0.18824727206077982	0.92819866834623
0.17229157287303606	0.9366450683945284	0.19933856933087157	0.9175814288285046
0.17258066934036578	0.9337652987760979	0.2014504042740441	0.9211804930718013
0.2982449272695776	0.8754499640028798	0.19435310318842686	0.9251394637394277
0.1627750158084649	0.9323254139668826	0.19094469080885124	0.9233399316177794
0.1956148646313706	0.9229661627069834	0.18430117445551794	0.9249595105272629
0.16956017256155878	0.9344852411807055	0.18534973397255672	0.9267590426489113
0.1425292151568374	0.9388048956083513	0.12262170416214752	0.9526723052006478
0.13074623017542197	0.9517638588912887	0.10947053289685886	0.9593305740507467
0.13335844785492762	0.9560835133189345	0.10273015764324725	0.9586107612020874
